seed,nguyen_id,h_observed_iterations,p_observed_iterations,h_first_threshold_iteration,p_first_threshold_iteration,h_first_threshold_time_seconds,p_first_threshold_time_seconds,h_final_best_loss,p_final_best_loss,h_final_expression,p_final_expression,same_final_expression,same_final_r2,warm_start_status,effective_method,h_independent_fit
2024,N1,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N10,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N11,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N12,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N2,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N3,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N4,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N5,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N6,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N7,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N8,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
2024,N9,0,0,,,,,,,,,True,True,engine_rejected,pysr_cold_fallback,True
